"No.","Time","Source","Destination","Protocol","Length","Info"
"4191","110.852805388","10.0.2.7","10.0.2.15","TCP","58","47639  >  593 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4192","110.852837619","10.0.2.7","10.0.2.15","TCP","58","47639  >  683 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4193","110.852932451","10.0.2.15","10.0.2.7","TCP","60","2170  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4194","110.852932718","10.0.2.15","10.0.2.7","TCP","60","3814  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4195","110.852988796","10.0.2.7","10.0.2.15","TCP","58","47639  >  9081 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4196","110.853019294","10.0.2.7","10.0.2.15","TCP","58","47639  >  9009 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4197","110.853386789","10.0.2.15","10.0.2.7","TCP","60","593  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4198","110.853526856","10.0.2.15","10.0.2.7","TCP","60","683  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4199","110.853527079","10.0.2.15","10.0.2.7","TCP","60","9081  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4200","110.853734754","10.0.2.15","10.0.2.7","TCP","60","9009  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4201","110.853819264","10.0.2.7","10.0.2.15","TCP","58","47639  >  2196 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4202","110.853853873","10.0.2.7","10.0.2.15","TCP","58","47639  >  32770 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4203","110.854011447","10.0.2.15","10.0.2.7","TCP","60","2196  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4204","110.854060707","10.0.2.7","10.0.2.15","TCP","58","47639  >  1123 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4205","110.854124125","10.0.2.15","10.0.2.7","TCP","60","32770  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4206","110.854165343","10.0.2.7","10.0.2.15","TCP","58","47639  >  8031 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4207","110.854253437","10.0.2.15","10.0.2.7","TCP","60","1123  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4208","110.854290001","10.0.2.7","10.0.2.15","TCP","58","47639  >  6788 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4209","110.854375253","10.0.2.15","10.0.2.7","TCP","60","8031  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4210","110.854420167","10.0.2.7","10.0.2.15","TCP","58","47639  >  2040 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4211","110.854483325","10.0.2.15","10.0.2.7","TCP","60","6788  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4212","110.854524116","10.0.2.7","10.0.2.15","TCP","58","47639  >  7103 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4213","110.854554834","10.0.2.7","10.0.2.15","TCP","58","47639  >  1583 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4214","110.854719063","10.0.2.15","10.0.2.7","TCP","60","2040  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4215","110.854719332","10.0.2.15","10.0.2.7","TCP","60","7103  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4216","110.854719510","10.0.2.15","10.0.2.7","TCP","60","1583  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4217","110.854777791","10.0.2.7","10.0.2.15","TCP","58","47639  >  726 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4218","110.854807271","10.0.2.7","10.0.2.15","TCP","58","47639  >  79 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4219","110.854966578","10.0.2.15","10.0.2.7","TCP","60","726  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4220","110.854966803","10.0.2.15","10.0.2.7","TCP","60","79  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4221","110.855007230","10.0.2.7","10.0.2.15","TCP","58","47639  >  1099 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4222","110.855091731","10.0.2.7","10.0.2.15","TCP","58","47639  >  8800 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4223","110.855170369","10.0.2.15","10.0.2.7","TCP","60","1099  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4224","110.855273783","10.0.2.15","10.0.2.7","TCP","60","8800  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4225","110.855305946","10.0.2.7","10.0.2.15","TCP","58","47639  >  27355 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4226","110.855338664","10.0.2.7","10.0.2.15","TCP","58","47639  >  6006 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4227","110.855470675","10.0.2.15","10.0.2.7","TCP","60","27355  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4228","110.855576004","10.0.2.15","10.0.2.7","TCP","60","6006  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4229","110.855607080","10.0.2.7","10.0.2.15","TCP","58","47639  >  1067 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4230","110.855711152","10.0.2.7","10.0.2.15","TCP","58","47639  >  3809 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4231","110.855819321","10.0.2.15","10.0.2.7","TCP","60","1067  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4232","110.855879868","10.0.2.7","10.0.2.15","TCP","58","47639  >  109 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4233","110.855940911","10.0.2.15","10.0.2.7","TCP","60","3809  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4234","110.855981272","10.0.2.7","10.0.2.15","TCP","58","47639  >  1301 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4235","110.856059909","10.0.2.15","10.0.2.7","TCP","60","109  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4236","110.856166606","10.0.2.15","10.0.2.7","TCP","60","1301  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4237","110.856196554","10.0.2.7","10.0.2.15","TCP","58","47639  >  1040 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4238","110.856229287","10.0.2.7","10.0.2.15","TCP","58","47639  >  9575 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4239","110.856359037","10.0.2.15","10.0.2.7","TCP","60","1040  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4240","110.856467516","10.0.2.15","10.0.2.7","TCP","60","9575  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4241","110.856498070","10.0.2.7","10.0.2.15","TCP","58","47639  >  1037 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4242","110.856582951","10.0.2.7","10.0.2.15","TCP","58","47639  >  5566 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4243","110.856661156","10.0.2.15","10.0.2.7","TCP","60","1037  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4244","110.856709693","10.0.2.7","10.0.2.15","TCP","58","47639  >  1761 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4245","110.856740288","10.0.2.7","10.0.2.15","TCP","58","47639  >  9968 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4246","110.856797862","10.0.2.15","10.0.2.7","TCP","60","5566  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4247","110.856836793","10.0.2.7","10.0.2.15","TCP","58","47639  >  5298 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4248","110.856922606","10.0.2.15","10.0.2.7","TCP","60","1761  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4249","110.856922853","10.0.2.15","10.0.2.7","TCP","60","9968  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4250","110.856970355","10.0.2.7","10.0.2.15","TCP","58","47639  >  25734 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4251","110.857117406","10.0.2.15","10.0.2.7","TCP","60","5298  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4252","110.857304101","10.0.2.15","10.0.2.7","TCP","60","25734  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4253","110.857360140","10.0.2.7","10.0.2.15","TCP","58","47639  >  1914 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4254","110.857546776","10.0.2.7","10.0.2.15","TCP","58","47639  >  340 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4255","110.857706639","10.0.2.15","10.0.2.7","TCP","60","1914  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4256","110.857765339","10.0.2.7","10.0.2.15","TCP","58","47639  >  1119 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4257","110.857796398","10.0.2.7","10.0.2.15","TCP","58","47639  >  1056 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4258","110.857902322","10.0.2.15","10.0.2.7","TCP","60","340  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4259","110.857949147","10.0.2.7","10.0.2.15","TCP","58","47639  >  1117 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4260","110.858028016","10.0.2.15","10.0.2.7","TCP","60","1119  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4261","110.858028252","10.0.2.15","10.0.2.7","TCP","60","1056  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4262","110.858079600","10.0.2.7","10.0.2.15","TCP","58","47639  >  8086 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4263","110.858141562","10.0.2.15","10.0.2.7","TCP","60","1117  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4264","110.858181943","10.0.2.7","10.0.2.15","TCP","58","47639  >  6666 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4265","110.858211098","10.0.2.7","10.0.2.15","TCP","58","47639  >  4443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4266","110.858286029","10.0.2.15","10.0.2.7","TCP","60","8086  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4267","110.858331685","10.0.2.7","10.0.2.15","TCP","58","47639  >  6901 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4268","110.858397366","10.0.2.15","10.0.2.7","TCP","60","6666  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4269","110.858397588","10.0.2.15","10.0.2.7","TCP","60","4443  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4270","110.858444682","10.0.2.7","10.0.2.15","TCP","58","47639  >  49176 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4271","110.858473962","10.0.2.7","10.0.2.15","TCP","58","47639  >  8089 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4272","110.858602065","10.0.2.15","10.0.2.7","TCP","60","6901  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4273","110.858676401","10.0.2.15","10.0.2.7","TCP","60","49176  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4274","110.858676598","10.0.2.15","10.0.2.7","TCP","60","8089  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4275","110.858724142","10.0.2.7","10.0.2.15","TCP","58","47639  >  1174 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4276","110.858754072","10.0.2.7","10.0.2.15","TCP","58","47639  >  2006 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4277","110.858838749","10.0.2.7","10.0.2.15","TCP","58","47639  >  1164 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4278","110.858867597","10.0.2.7","10.0.2.15","TCP","58","47639  >  1352 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4279","110.858946375","10.0.2.15","10.0.2.7","TCP","60","1174  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4280","110.858946613","10.0.2.15","10.0.2.7","TCP","60","2006  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4281","110.858998159","10.0.2.7","10.0.2.15","TCP","58","47639  >  1124 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4282","110.859028594","10.0.2.7","10.0.2.15","TCP","58","47639  >  52848 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4283","110.859092609","10.0.2.15","10.0.2.7","TCP","60","1164  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4284","110.859136125","10.0.2.7","10.0.2.15","TCP","58","47639  >  6389 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4285","110.859222060","10.0.2.15","10.0.2.7","TCP","60","1352  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4286","110.859269006","10.0.2.7","10.0.2.15","TCP","58","47639  >  3369 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4287","110.859298781","10.0.2.7","10.0.2.15","TCP","58","47639  >  1121 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4288","110.859435203","10.0.2.15","10.0.2.7","TCP","60","1124  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4289","110.859435448","10.0.2.15","10.0.2.7","TCP","60","52848  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4290","110.859489979","10.0.2.7","10.0.2.15","TCP","58","47639  >  5959 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4291","110.859520597","10.0.2.7","10.0.2.15","TCP","58","47639  >  9485 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4292","110.859614230","10.0.2.15","10.0.2.7","TCP","60","6389  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4293","110.859614480","10.0.2.15","10.0.2.7","TCP","60","3369  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4294","110.859669720","10.0.2.7","10.0.2.15","TCP","58","47639  >  8200 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4295","110.859699948","10.0.2.7","10.0.2.15","TCP","58","47639  >  43 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4296","110.859855895","10.0.2.15","10.0.2.7","TCP","60","1121  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4297","110.859856134","10.0.2.15","10.0.2.7","TCP","60","5959  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4298","110.859856295","10.0.2.15","10.0.2.7","TCP","60","9485  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4299","110.860052940","10.0.2.15","10.0.2.7","TCP","60","8200  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4300","110.860053161","10.0.2.15","10.0.2.7","TCP","60","43  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4301","110.860543871","10.0.2.7","10.0.2.15","TCP","58","47639  >  1122 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4302","110.860576030","10.0.2.7","10.0.2.15","TCP","58","47639  >  1089 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4303","110.860682064","10.0.2.7","10.0.2.15","TCP","58","47639  >  49163 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4304","110.860714526","10.0.2.7","10.0.2.15","TCP","58","47639  >  2105 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4305","110.860809849","10.0.2.15","10.0.2.7","TCP","60","1122  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4306","110.860810049","10.0.2.15","10.0.2.7","TCP","60","1089  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4307","110.860862769","10.0.2.7","10.0.2.15","TCP","58","47639  >  9876 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4308","110.860892098","10.0.2.7","10.0.2.15","TCP","58","47639  >  8009 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4309","110.860971321","10.0.2.15","10.0.2.7","TCP","60","49163  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4310","110.860971552","10.0.2.15","10.0.2.7","TCP","60","2105  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4311","110.861022634","10.0.2.7","10.0.2.15","TCP","58","47639  >  416 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4312","110.861053371","10.0.2.7","10.0.2.15","TCP","58","47639  >  1041 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4313","110.861125029","10.0.2.15","10.0.2.7","TCP","60","9876  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4314","110.861165486","10.0.2.7","10.0.2.15","TCP","58","47639  >  50800 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4315","110.861194032","10.0.2.7","10.0.2.15","TCP","58","47639  >  2222 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4316","110.861270831","10.0.2.15","10.0.2.7","TCP","60","8009  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4317","110.861373348","10.0.2.15","10.0.2.7","TCP","60","416  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4318","110.861373587","10.0.2.15","10.0.2.7","TCP","60","1041  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4319","110.861373755","10.0.2.15","10.0.2.7","TCP","60","50800  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4320","110.861421350","10.0.2.7","10.0.2.15","TCP","58","47639  >  5810 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4321","110.861484603","10.0.2.15","10.0.2.7","TCP","60","2222  >  47639 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"4322","110.861501459","10.0.2.7","10.0.2.15","TCP","54","47639  >  2222 [RST] Seq=1 Win=0 Len=0"
"4323","110.861609272","10.0.2.15","10.0.2.7","TCP","60","5810  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4324","110.861646305","10.0.2.7","10.0.2.15","TCP","58","47639  >  6547 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4325","110.861679142","10.0.2.7","10.0.2.15","TCP","58","47639  >  9999 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4326","110.861766898","10.0.2.7","10.0.2.15","TCP","58","47639  >  3551 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4327","110.861846605","10.0.2.15","10.0.2.7","TCP","60","6547  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4328","110.861846830","10.0.2.15","10.0.2.7","TCP","60","9999  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4329","110.861947888","10.0.2.15","10.0.2.7","TCP","60","3551  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4330","110.861991992","10.0.2.7","10.0.2.15","TCP","58","47639  >  1641 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4331","110.862023400","10.0.2.7","10.0.2.15","TCP","58","47639  >  901 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4332","110.862233570","10.0.2.15","10.0.2.7","TCP","60","1641  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4333","110.862233800","10.0.2.15","10.0.2.7","TCP","60","901  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4334","110.863827649","10.0.2.7","10.0.2.15","TCP","58","47639  >  6123 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4335","110.863862681","10.0.2.7","10.0.2.15","TCP","58","47639  >  2394 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4336","110.863945659","10.0.2.7","10.0.2.15","TCP","58","47639  >  2000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4337","110.863974426","10.0.2.7","10.0.2.15","TCP","58","47639  >  2119 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4338","110.864035800","10.0.2.15","10.0.2.7","TCP","60","6123  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4339","110.864078324","10.0.2.7","10.0.2.15","TCP","58","47639  >  5989 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4340","110.864199865","10.0.2.15","10.0.2.7","TCP","60","2394  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4341","110.864251603","10.0.2.7","10.0.2.15","TCP","58","47639  >  12265 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4342","110.865922516","10.0.2.15","10.0.2.7","TCP","60","2000  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4343","110.865922786","10.0.2.15","10.0.2.7","TCP","60","2119  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4344","110.865922960","10.0.2.15","10.0.2.7","TCP","60","5989  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4345","110.865923114","10.0.2.15","10.0.2.7","TCP","60","12265  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4346","110.865980667","10.0.2.7","10.0.2.15","TCP","58","47639  >  1028 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4347","110.866094337","10.0.2.7","10.0.2.15","TCP","58","47639  >  407 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4348","110.866180709","10.0.2.15","10.0.2.7","TCP","60","1028  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4349","110.866224433","10.0.2.7","10.0.2.15","TCP","58","47639  >  19801 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4350","110.866250436","10.0.2.7","10.0.2.15","TCP","58","47639  >  6059 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4351","110.866273642","10.0.2.7","10.0.2.15","TCP","58","47639  >  1077 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4352","110.866296994","10.0.2.7","10.0.2.15","TCP","58","47639  >  3367 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4353","110.866321894","10.0.2.7","10.0.2.15","TCP","58","47639  >  1064 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4354","110.866346405","10.0.2.7","10.0.2.15","TCP","58","47639  >  13456 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4355","110.866369771","10.0.2.7","10.0.2.15","TCP","58","47639  >  3324 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4356","110.866393563","10.0.2.7","10.0.2.15","TCP","58","47639  >  1131 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4357","110.866416884","10.0.2.7","10.0.2.15","TCP","58","47639  >  7402 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4358","110.866439851","10.0.2.7","10.0.2.15","TCP","58","47639  >  301 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4359","110.866470367","10.0.2.7","10.0.2.15","TCP","58","47639  >  5850 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4360","110.866495923","10.0.2.7","10.0.2.15","TCP","58","47639  >  4005 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4361","110.866519991","10.0.2.7","10.0.2.15","TCP","58","47639  >  1033 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4362","110.866543696","10.0.2.7","10.0.2.15","TCP","58","47639  >  3945 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4363","110.866568003","10.0.2.7","10.0.2.15","TCP","58","47639  >  8402 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4364","110.866592060","10.0.2.7","10.0.2.15","TCP","58","47639  >  8222 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4365","110.866615312","10.0.2.7","10.0.2.15","TCP","58","47639  >  1047 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4366","110.866638444","10.0.2.7","10.0.2.15","TCP","58","47639  >  4126 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4367","110.866663039","10.0.2.7","10.0.2.15","TCP","58","47639  >  6100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4368","110.866686265","10.0.2.7","10.0.2.15","TCP","58","47639  >  9500 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4369","110.866709515","10.0.2.7","10.0.2.15","TCP","58","47639  >  8290 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4370","110.867829893","10.0.2.15","10.0.2.7","TCP","60","407  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4371","110.867830190","10.0.2.15","10.0.2.7","TCP","60","19801  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4372","110.867885311","10.0.2.7","10.0.2.15","TCP","58","47639  >  8500 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4373","110.867978392","10.0.2.7","10.0.2.15","TCP","58","47639  >  1805 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4374","110.867981954","10.0.2.7","10.0.2.15","TCP","58","47639  >  2002 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4375","110.867983737","10.0.2.7","10.0.2.15","TCP","58","47639  >  50000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4376","110.867985579","10.0.2.7","10.0.2.15","TCP","58","47639  >  5800 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"4377","110.868064147","10.0.2.15","10.0.2.7","TCP","60","6059  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4378","110.868064619","10.0.2.15","10.0.2.7","TCP","60","1077  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4379","110.868064771","10.0.2.15","10.0.2.7","TCP","60","3367  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4380","110.868064924","10.0.2.15","10.0.2.7","TCP","60","1064  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4381","110.868065076","10.0.2.15","10.0.2.7","TCP","60","13456  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4382","110.868065225","10.0.2.15","10.0.2.7","TCP","60","3324  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4383","110.868227002","10.0.2.15","10.0.2.7","TCP","60","1131  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4384","110.868227228","10.0.2.15","10.0.2.7","TCP","60","7402  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4385","110.868227383","10.0.2.15","10.0.2.7","TCP","60","301  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4386","110.868227534","10.0.2.15","10.0.2.7","TCP","60","5850  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4387","110.868227684","10.0.2.15","10.0.2.7","TCP","60","4005  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4388","110.868227835","10.0.2.15","10.0.2.7","TCP","60","1033  >  47639 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
